customer_id,customer_name,customer_category,sales_organization_id,area_sales_manager_id,area_sales_manager_name,market_development_manager_id,market_development_manager_name,current_weekly_frequency,customer_latitude,customer_longitude,customer_status,active_flag
CUST000362,Pioneer Retail 0362,Retail,SO0030,ASM008,Area Sales Manager 008,MDM003,Market Development Manager 003,2,35.716473,-97.273615,Active,True
CUST000363,Valley Grocery 0363,Retail,SO0024,ASM007,Area Sales Manager 007,MDM004,Market Development Manager 004,4,42.279048,-82.948167,Active,True
CUST000364,Central Dining 0364,Retail,SO0039,ASM010,Area Sales Manager 010,MDM005,Market Development Manager 005,3,40.507839,-73.966293,Active,True
CUST000365,Corner Stop 0365,Retail,SO0048,ASM013,Area Sales Manager 013,MDM006,Market Development Manager 006,4,35.413475,-80.910832,Active,True
CUST000366,Pioneer Retail 0366,Retail,SO0011,ASM003,Area Sales Manager 003,MDM007,Market Development Manager 007,1,47.197334,-122.272863,Active,True
CUST000367,Central Dining 0367,Convenience Retail,SO0007,ASM002,Area Sales Manager 002,MDM008,Market Development Manager 008,3,39.000295,-105.302129,Active,True
CUST000368,Pioneer Retail 0368,Convenience Retail,SO0002,ASM001,Area Sales Manager 001,MDM009,Market Development Manager 009,3,40.850948,-112.238671,Active,True
CUST000369,Canyon Cafe 0369,Retail,SO0037,ASM010,Area Sales Manager 010,MDM010,Market Development Manager 010,3,40.80821,-73.590955,Active,True
CUST000370,Metro Foods 0370,Convenience Retail,SO0026,ASM007,Area Sales Manager 007,MDM011,Market Development Manager 011,4,32.628395,-96.878386,Active,True
CUST000371,Central Dining 0371,Restaurant,SO0005,ASM002,Area Sales Manager 002,MDM012,Market Development Manager 012,3,39.640389,-104.623505,Active,True
CUST000372,Metro Foods 0372,Convenience Retail,SO0045,ASM012,Area Sales Manager 012,MDM013,Market Development Manager 013,4,35.249786,-80.39677,Active,True
CUST000373,Pioneer Retail 0373,Convenience Retail,SO0007,ASM002,Area Sales Manager 002,MDM014,Market Development Manager 014,3,39.558047,-105.20374,Active,True
CUST000374,Central Dining 0374,Convenience Retail,SO0044,ASM012,Area Sales Manager 012,MDM015,Market Development Manager 015,4,33.759064,-84.709598,Active,True
CUST000375,Central Dining 0375,Convenience Retail,SO0008,ASM003,Area Sales Manager 003,MDM016,Market Development Manager 016,2,39.297294,-104.962929,Active,True
CUST000376,Evergreen Mart 0376,Retail,SO0003,ASM001,Area Sales Manager 001,MDM017,Market Development Manager 017,3,40.195696,-111.93869,Active,True
CUST000377,Canyon Cafe 0377,Retail,SO0035,ASM009,Area Sales Manager 009,MDM018,Market Development Manager 018,1,41.995816,-71.156569,Active,True
CUST000378,Evergreen Mart 0378,Retail,SO0043,ASM011,Area Sales Manager 011,MDM019,Market Development Manager 019,2,33.889828,-84.359354,Active,True
CUST000379,Mountain Club 0379,Restaurant,SO0005,ASM002,Area Sales Manager 002,MDM020,Market Development Manager 020,4,39.536828,-104.770785,Active,True
CUST000380,Evergreen Mart 0380,Convenience Retail,SO0042,ASM011,Area Sales Manager 011,MDM021,Market Development Manager 021,2,33.793685,-84.542073,Active,True
CUST000381,Canyon Cafe 0381,Retail,SO0001,ASM001,Area Sales Manager 001,MDM022,Market Development Manager 022,3,40.492875,-111.979404,Active,True
CUST000382,Corner Stop 0382,Convenience Retail,SO0032,ASM009,Area Sales Manager 009,MDM023,Market Development Manager 023,4,35.180079,-97.338406,Active,True
CUST000383,Evergreen Mart 0383,Convenience Retail,SO0028,ASM008,Area Sales Manager 008,MDM024,Market Development Manager 024,4,32.620549,-96.465713,Active,True
CUST000384,Lakeside Store 0384,Retail,SO0041,ASM011,Area Sales Manager 011,MDM025,Market Development Manager 025,3,33.87368,-84.914798,Active,True
CUST000385,Valley Grocery 0385,Restaurant,SO0046,ASM012,Area Sales Manager 012,MDM026,Market Development Manager 026,2,35.260187,-80.826122,Active,True
CUST000386,Valley Grocery 0386,Convenience Retail,SO0028,ASM008,Area Sales Manager 008,MDM027,Market Development Manager 027,2,32.277333,-97.217582,Active,True
CUST000387,Mountain Club 0387,Restaurant,SO0047,ASM012,Area Sales Manager 012,MDM028,Market Development Manager 028,5,35.555106,-80.921894,Active,True
CUST000388,Pioneer Retail 0388,Restaurant,SO0042,ASM011,Area Sales Manager 011,MDM029,Market Development Manager 029,5,33.061581,-84.446531,Active,True
CUST000389,Mountain Club 0389,Restaurant,SO0040,ASM011,Area Sales Manager 011,MDM030,Market Development Manager 030,4,41.00542,-73.87277,Active,True
CUST000390,Lakeside Store 0390,Club,SO0031,ASM008,Area Sales Manager 008,MDM031,Market Development Manager 031,3,35.62192,-97.37756,Active,True
CUST000391,Central Dining 0391,Convenience Retail,SO0028,ASM008,Area Sales Manager 008,MDM032,Market Development Manager 032,3,32.485493,-96.294811,Active,True
CUST000392,Evergreen Mart 0392,Retail,SO0018,ASM005,Area Sales Manager 005,MDM033,Market Development Manager 033,4,41.456263,-87.862366,Active,True
CUST000393,Corner Stop 0393,Restaurant,SO0016,ASM005,Area Sales Manager 005,MDM034,Market Development Manager 034,4,45.725181,-122.619161,Active,True
CUST000394,Lakeside Store 0394,Retail,SO0018,ASM005,Area Sales Manager 005,MDM035,Market Development Manager 035,3,41.818935,-88.074985,Active,True
CUST000395,Lakeside Store 0395,Convenience Retail,SO0016,ASM005,Area Sales Manager 005,MDM036,Market Development Manager 036,2,45.614077,-123.070165,Active,True
CUST000396,Central Dining 0396,Club,SO0037,ASM010,Area Sales Manager 010,MDM037,Market Development Manager 037,5,40.644333,-74.516378,Active,True
CUST000397,Canyon Cafe 0397,Convenience Retail,SO0043,ASM011,Area Sales Manager 011,MDM038,Market Development Manager 038,2,33.941883,-84.18572,Active,True
CUST000398,Summit Market 0398,Retail,SO0022,ASM006,Area Sales Manager 006,MDM039,Market Development Manager 039,5,42.366381,-83.249944,Active,True
CUST000399,Evergreen Mart 0399,Restaurant,SO0032,ASM009,Area Sales Manager 009,MDM040,Market Development Manager 040,2,35.308897,-97.807268,Active,True
CUST000400,Lakeside Store 0400,Retail,SO0012,ASM004,Area Sales Manager 004,MDM041,Market Development Manager 041,3,47.209425,-122.325818,Active,True
CUST000401,Evergreen Mart 0401,Restaurant,SO0014,ASM004,Area Sales Manager 004,MDM042,Market Development Manager 042,4,45.511965,-123.0418,Active,True
CUST000402,Evergreen Mart 0402,Retail,SO0017,ASM005,Area Sales Manager 005,MDM043,Market Development Manager 043,1,42.135295,-88.183347,Active,True
CUST000403,Central Dining 0403,Club,SO0018,ASM005,Area Sales Manager 005,MDM044,Market Development Manager 044,2,41.839844,-87.492249,Active,True
CUST000404,Pioneer Retail 0404,Retail,SO0045,ASM012,Area Sales Manager 012,MDM045,Market Development Manager 045,3,34.821872,-81.429186,Active,True
CUST000405,Summit Market 0405,Retail,SO0036,ASM010,Area Sales Manager 010,MDM046,Market Development Manager 046,2,42.246218,-71.405511,Active,True
CUST000406,Metro Foods 0406,Restaurant,SO0034,ASM009,Area Sales Manager 009,MDM047,Market Development Manager 047,3,42.177706,-70.964407,Active,True
CUST000407,Metro Foods 0407,Convenience Retail,SO0006,ASM002,Area Sales Manager 002,MDM048,Market Development Manager 048,3,39.79885,-104.595858,Active,True
CUST000408,Canyon Cafe 0408,Convenience Retail,SO0047,ASM012,Area Sales Manager 012,MDM049,Market Development Manager 049,4,35.510272,-80.526965,Active,True
CUST000409,Mountain Club 0409,Retail,SO0032,ASM009,Area Sales Manager 009,MDM050,Market Development Manager 050,2,35.80713,-97.38938,Active,True
CUST000410,Lakeside Store 0410,Restaurant,SO0016,ASM005,Area Sales Manager 005,MDM051,Market Development Manager 051,5,45.41925,-122.606345,Active,True
CUST000411,Lakeside Store 0411,Retail,SO0042,ASM011,Area Sales Manager 011,MDM052,Market Development Manager 052,2,33.76865,-84.557518,Active,True
CUST000412,Summit Market 0412,Convenience Retail,SO0029,ASM008,Area Sales Manager 008,MDM053,Market Development Manager 053,2,35.023353,-97.435397,Active,True
CUST000413,Pioneer Retail 0413,Club,SO0006,ASM002,Area Sales Manager 002,MDM054,Market Development Manager 054,2,39.750839,-104.799836,Active,True
CUST000414,Canyon Cafe 0414,Retail,SO0015,ASM004,Area Sales Manager 004,MDM055,Market Development Manager 055,5,45.798213,-123.264474,Active,True
CUST000415,Metro Foods 0415,Retail,SO0045,ASM012,Area Sales Manager 012,MDM056,Market Development Manager 056,1,35.496561,-81.148069,Active,True
CUST000416,Central Dining 0416,Convenience Retail,SO0020,ASM006,Area Sales Manager 006,MDM057,Market Development Manager 057,4,41.873841,-87.559033,Active,True
CUST000417,Lakeside Store 0417,Institutional,SO0024,ASM007,Area Sales Manager 007,MDM058,Market Development Manager 058,4,42.574855,-83.04373,Active,True
CUST000418,Mountain Club 0418,Convenience Retail,SO0036,ASM010,Area Sales Manager 010,MDM059,Market Development Manager 059,4,42.485862,-71.662427,Active,True
CUST000419,Canyon Cafe 0419,Retail,SO0023,ASM006,Area Sales Manager 006,MDM060,Market Development Manager 060,2,42.344764,-83.075592,Active,True
CUST000420,Mountain Club 0420,Convenience Retail,SO0048,ASM013,Area Sales Manager 013,MDM061,Market Development Manager 061,3,35.053565,-80.969751,Active,True
CUST000421,Evergreen Mart 0421,Retail,SO0022,ASM006,Area Sales Manager 006,MDM062,Market Development Manager 062,4,42.234993,-83.104912,Active,True
CUST000422,Lakeside Store 0422,Retail,SO0045,ASM012,Area Sales Manager 012,MDM063,Market Development Manager 063,4,34.787146,-80.655151,Active,True
CUST000423,Pioneer Retail 0423,Restaurant,SO0018,ASM005,Area Sales Manager 005,MDM064,Market Development Manager 064,5,41.603066,-87.655466,Active,True
CUST000424,Metro Foods 0424,Convenience Retail,SO0017,ASM005,Area Sales Manager 005,MDM065,Market Development Manager 065,5,41.704047,-87.573808,Active,True
CUST000425,Metro Foods 0425,Restaurant,SO0008,ASM003,Area Sales Manager 003,MDM066,Market Development Manager 066,2,39.56453,-105.01263,Active,True
CUST000426,Corner Stop 0426,Institutional,SO0021,ASM006,Area Sales Manager 006,MDM067,Market Development Manager 067,4,42.443905,-83.102655,Active,True
CUST000427,Mountain Club 0427,Retail,SO0048,ASM013,Area Sales Manager 013,MDM068,Market Development Manager 068,3,35.318231,-81.024604,Active,True
CUST000428,Valley Grocery 0428,Club,SO0045,ASM012,Area Sales Manager 012,MDM069,Market Development Manager 069,2,34.970747,-80.977553,Active,True
CUST000429,Metro Foods 0429,Convenience Retail,SO0013,ASM004,Area Sales Manager 004,MDM070,Market Development Manager 070,1,45.675253,-122.812979,Active,True
CUST000430,Lakeside Store 0430,Club,SO0048,ASM013,Area Sales Manager 013,MDM071,Market Development Manager 071,3,35.445364,-80.976803,Active,True
CUST000431,Central Dining 0431,Convenience Retail,SO0018,ASM005,Area Sales Manager 005,MDM072,Market Development Manager 072,2,41.532613,-87.762769,Active,True
CUST000432,Central Dining 0432,Retail,SO0034,ASM009,Area Sales Manager 009,MDM073,Market Development Manager 073,3,42.243658,-70.465248,Active,True
CUST000433,Corner Stop 0433,Retail,SO0019,ASM005,Area Sales Manager 005,MDM074,Market Development Manager 074,1,41.596112,-87.75315,Active,True
CUST000434,Pioneer Retail 0434,Convenience Retail,SO0013,ASM004,Area Sales Manager 004,MDM075,Market Development Manager 075,4,45.574407,-122.202673,Active,True
CUST000435,Evergreen Mart 0435,Convenience Retail,SO0015,ASM004,Area Sales Manager 004,MDM076,Market Development Manager 076,3,45.77143,-122.719388,Active,True
CUST000436,Pioneer Retail 0436,Restaurant,SO0012,ASM004,Area Sales Manager 004,MDM077,Market Development Manager 077,2,47.766448,-122.360392,Active,True
CUST000437,Mountain Club 0437,Institutional,SO0001,ASM001,Area Sales Manager 001,MDM078,Market Development Manager 078,5,40.61488,-112.023107,Active,True
CUST000438,Pioneer Retail 0438,Retail,SO0009,ASM003,Area Sales Manager 003,MDM079,Market Development Manager 079,2,47.868029,-122.681522,Active,True
CUST000439,Summit Market 0439,Club,SO0003,ASM001,Area Sales Manager 001,MDM080,Market Development Manager 080,5,41.042639,-111.866599,Active,True
CUST000440,Pioneer Retail 0440,Restaurant,SO0036,ASM010,Area Sales Manager 010,MDM081,Market Development Manager 081,3,42.378419,-71.049519,Active,True
CUST000441,Valley Grocery 0441,Restaurant,SO0045,ASM012,Area Sales Manager 012,MDM082,Market Development Manager 082,3,35.173506,-81.203595,Active,True
CUST000442,Lakeside Store 0442,Convenience Retail,SO0041,ASM011,Area Sales Manager 011,MDM083,Market Development Manager 083,2,33.406916,-84.435389,Active,True
CUST000443,Summit Market 0443,Restaurant,SO0007,ASM002,Area Sales Manager 002,MDM084,Market Development Manager 084,2,39.642042,-104.620952,Active,True
CUST000444,Pioneer Retail 0444,Restaurant,SO0037,ASM010,Area Sales Manager 010,MDM085,Market Development Manager 085,2,40.903507,-74.366063,Active,True
CUST000445,Lakeside Store 0445,Club,SO0031,ASM008,Area Sales Manager 008,MDM086,Market Development Manager 086,4,35.344663,-97.293186,Active,True
CUST000446,Evergreen Mart 0446,Convenience Retail,SO0029,ASM008,Area Sales Manager 008,MDM087,Market Development Manager 087,5,35.303507,-97.65781,Active,True
CUST000447,Summit Market 0447,Retail,SO0012,ASM004,Area Sales Manager 004,MDM088,Market Development Manager 088,3,48.033686,-121.765189,Active,True
CUST000448,Lakeside Store 0448,Convenience Retail,SO0017,ASM005,Area Sales Manager 005,MDM089,Market Development Manager 089,1,41.58405,-87.824201,Active,True
CUST000449,Corner Stop 0449,Convenience Retail,SO0008,ASM003,Area Sales Manager 003,MDM090,Market Development Manager 090,1,39.476228,-105.026371,Active,True
CUST000450,Lakeside Store 0450,Retail,SO0026,ASM007,Area Sales Manager 007,MDM091,Market Development Manager 091,2,32.547262,-96.094608,Active,True
CUST000451,Central Dining 0451,Retail,SO0005,ASM002,Area Sales Manager 002,MDM092,Market Development Manager 092,4,39.626354,-104.972296,Active,True
CUST000452,Summit Market 0452,Convenience Retail,SO0041,ASM011,Area Sales Manager 011,MDM093,Market Development Manager 093,3,34.028875,-84.313771,Active,True
CUST000453,Valley Grocery 0453,Convenience Retail,SO0010,ASM003,Area Sales Manager 003,MDM094,Market Development Manager 094,3,47.325842,-121.966511,Active,True
CUST000454,Pioneer Retail 0454,Club,SO0037,ASM010,Area Sales Manager 010,MDM095,Market Development Manager 095,3,40.126606,-74.418254,Active,True
CUST000455,Metro Foods 0455,Convenience Retail,SO0006,ASM002,Area Sales Manager 002,MDM096,Market Development Manager 096,3,40.016492,-105.388303,Active,True
CUST000456,Mountain Club 0456,Retail,SO0008,ASM003,Area Sales Manager 003,MDM097,Market Development Manager 097,2,39.324616,-104.992276,Active,True
CUST000457,Central Dining 0457,Convenience Retail,SO0027,ASM007,Area Sales Manager 007,MDM098,Market Development Manager 098,4,32.31366,-96.878425,Active,True
CUST000458,Central Dining 0458,Convenience Retail,SO0039,ASM010,Area Sales Manager 010,MDM099,Market Development Manager 099,2,40.594832,-74.283153,Active,True
CUST000459,Mountain Club 0459,Convenience Retail,SO0015,ASM004,Area Sales Manager 004,MDM100,Market Development Manager 100,2,45.439093,-122.780812,Active,True
CUST000460,Lakeside Store 0460,Restaurant,SO0025,ASM007,Area Sales Manager 007,MDM101,Market Development Manager 101,2,32.895959,-96.797141,Active,True
CUST000461,Pioneer Retail 0461,Restaurant,SO0029,ASM008,Area Sales Manager 008,MDM102,Market Development Manager 102,4,34.979396,-98.009858,Active,True
CUST000462,Canyon Cafe 0462,Retail,SO0038,ASM010,Area Sales Manager 010,MDM103,Market Development Manager 103,2,40.778244,-74.287932,Active,True
CUST000463,Central Dining 0463,Institutional,SO0020,ASM006,Area Sales Manager 006,MDM104,Market Development Manager 104,5,41.999096,-87.695007,Active,True
CUST000464,Summit Market 0464,Restaurant,SO0040,ASM011,Area Sales Manager 011,MDM105,Market Development Manager 105,5,41.041132,-74.01126,Active,True
CUST000465,Corner Stop 0465,Restaurant,SO0040,ASM011,Area Sales Manager 011,MDM106,Market Development Manager 106,2,40.950832,-73.782696,Active,True
CUST000466,Metro Foods 0466,Institutional,SO0014,ASM004,Area Sales Manager 004,MDM107,Market Development Manager 107,5,45.702018,-122.664047,Active,True
CUST000467,Corner Stop 0467,Retail,SO0017,ASM005,Area Sales Manager 005,MDM108,Market Development Manager 108,3,42.022765,-87.607809,Active,True
CUST000468,Metro Foods 0468,Convenience Retail,SO0011,ASM003,Area Sales Manager 003,MDM109,Market Development Manager 109,3,47.97577,-122.557273,Active,True
CUST000469,Mountain Club 0469,Retail,SO0012,ASM004,Area Sales Manager 004,MDM110,Market Development Manager 110,1,47.825939,-122.706443,Active,True
CUST000470,Valley Grocery 0470,Convenience Retail,SO0005,ASM002,Area Sales Manager 002,MDM111,Market Development Manager 111,2,39.747374,-105.269876,Active,True
CUST000471,Canyon Cafe 0471,Club,SO0001,ASM001,Area Sales Manager 001,MDM112,Market Development Manager 112,2,40.600414,-111.833179,Active,True
CUST000472,Central Dining 0472,Retail,SO0029,ASM008,Area Sales Manager 008,MDM113,Market Development Manager 113,1,35.586382,-97.689383,Active,True
CUST000473,Pioneer Retail 0473,Club,SO0031,ASM008,Area Sales Manager 008,MDM114,Market Development Manager 114,4,35.565944,-97.865641,Active,True
CUST000474,Metro Foods 0474,Convenience Retail,SO0003,ASM001,Area Sales Manager 001,MDM115,Market Development Manager 115,3,41.113928,-111.634975,Active,True
CUST000475,Pioneer Retail 0475,Restaurant,SO0019,ASM005,Area Sales Manager 005,MDM116,Market Development Manager 116,1,41.825842,-87.460169,Active,True
CUST000476,Lakeside Store 0476,Convenience Retail,SO0045,ASM012,Area Sales Manager 012,MDM117,Market Development Manager 117,2,35.445084,-80.983552,Active,True
CUST000477,Metro Foods 0477,Convenience Retail,SO0005,ASM002,Area Sales Manager 002,MDM118,Market Development Manager 118,3,39.473082,-105.447399,Active,True
CUST000478,Central Dining 0478,Retail,SO0017,ASM005,Area Sales Manager 005,MDM119,Market Development Manager 119,3,42.234432,-88.036321,Active,True
CUST000479,Metro Foods 0479,Club,SO0043,ASM011,Area Sales Manager 011,MDM120,Market Development Manager 120,2,33.634798,-84.362638,Active,True
CUST000480,Corner Stop 0480,Convenience Retail,SO0028,ASM008,Area Sales Manager 008,MDM001,Market Development Manager 001,3,32.51081,-96.747091,Active,True
CUST000481,Metro Foods 0481,Restaurant,SO0035,ASM009,Area Sales Manager 009,MDM002,Market Development Manager 002,4,42.616228,-71.254695,Active,True
CUST000482,Valley Grocery 0482,Convenience Retail,SO0042,ASM011,Area Sales Manager 011,MDM003,Market Development Manager 003,2,33.682397,-84.533398,Active,True
CUST000483,Valley Grocery 0483,Convenience Retail,SO0018,ASM005,Area Sales Manager 005,MDM004,Market Development Manager 004,3,41.765607,-87.898734,Active,True
CUST000484,Summit Market 0484,Restaurant,SO0005,ASM002,Area Sales Manager 002,MDM005,Market Development Manager 005,2,39.889934,-105.022807,Active,True
CUST000485,Pioneer Retail 0485,Restaurant,SO0011,ASM003,Area Sales Manager 003,MDM006,Market Development Manager 006,5,47.614293,-122.295269,Active,True
CUST000486,Central Dining 0486,Institutional,SO0039,ASM010,Area Sales Manager 010,MDM007,Market Development Manager 007,5,40.540592,-74.044945,Active,True
CUST000487,Lakeside Store 0487,Club,SO0019,ASM005,Area Sales Manager 005,MDM008,Market Development Manager 008,4,42.175676,-88.391708,Active,True
CUST000488,Lakeside Store 0488,Convenience Retail,SO0008,ASM003,Area Sales Manager 003,MDM009,Market Development Manager 009,3,39.659878,-105.356846,Active,True
CUST000489,Pioneer Retail 0489,Club,SO0045,ASM012,Area Sales Manager 012,MDM010,Market Development Manager 010,4,34.746724,-80.560852,Active,True
CUST000490,Canyon Cafe 0490,Convenience Retail,SO0045,ASM012,Area Sales Manager 012,MDM011,Market Development Manager 011,2,35.081321,-81.097406,Active,True
CUST000491,Mountain Club 0491,Retail,SO0018,ASM005,Area Sales Manager 005,MDM012,Market Development Manager 012,2,41.44831,-87.730698,Active,True
CUST000492,Lakeside Store 0492,Institutional,SO0035,ASM009,Area Sales Manager 009,MDM013,Market Development Manager 013,4,42.022575,-70.657843,Active,True
CUST000493,Corner Stop 0493,Retail,SO0029,ASM008,Area Sales Manager 008,MDM014,Market Development Manager 014,4,35.298281,-97.716805,Active,True
CUST000494,Summit Market 0494,Restaurant,SO0039,ASM010,Area Sales Manager 010,MDM015,Market Development Manager 015,2,40.428721,-74.717492,Active,True
CUST000495,Evergreen Mart 0495,Retail,SO0028,ASM008,Area Sales Manager 008,MDM016,Market Development Manager 016,1,32.58866,-97.024276,Active,True
CUST000496,Pioneer Retail 0496,Club,SO0039,ASM010,Area Sales Manager 010,MDM017,Market Development Manager 017,3,40.749803,-74.111057,Active,True
CUST000497,Corner Stop 0497,Retail,SO0002,ASM001,Area Sales Manager 001,MDM018,Market Development Manager 018,4,40.814626,-112.147132,Active,True
CUST000498,Central Dining 0498,Convenience Retail,SO0015,ASM004,Area Sales Manager 004,MDM019,Market Development Manager 019,5,45.443608,-122.824913,Active,True
CUST000499,Summit Market 0499,Restaurant,SO0038,ASM010,Area Sales Manager 010,MDM020,Market Development Manager 020,3,40.667977,-74.231433,Active,True
CUST000500,Pioneer Retail 0500,Convenience Retail,SO0044,ASM012,Area Sales Manager 012,MDM021,Market Development Manager 021,1,33.808597,-84.410153,Active,True
