recommendation_id,recommendation_date,customer_id,sales_organization_id,frequency_rule_id,rolling_4_week_cases,average_weekly_cases,current_weekly_frequency,recommended_weekly_frequency,weekly_frequency_change,estimated_weekly_stops_saved,estimated_annual_stops_saved,estimated_annual_miles_saved,estimated_annual_driver_hours_saved,estimated_annual_fuel_saved,estimated_annual_cost_saved,estimated_annual_co2_saved,recommendation_status,implementation_status,review_required_flag,approved_flag
REC0000342,2026-08-01,CUST000342,SO0006,FR013,206.95,51.74,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000343,2026-08-01,CUST000343,SO0009,FR007,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000344,2026-08-01,CUST000344,SO0012,FR007,150.29,37.57,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000345,2026-08-01,CUST000345,SO0017,FR007,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000346,2026-08-01,CUST000346,SO0021,FR013,177.3,44.32,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000347,2026-08-01,CUST000347,SO0030,FR004,112.52,28.13,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000348,2026-08-01,CUST000348,SO0022,FR007,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000349,2026-08-01,CUST000349,SO0018,FR004,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000350,2026-08-01,CUST000350,SO0017,FR004,59.94,14.98,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000351,2026-08-01,CUST000351,SO0031,FR013,84.37,21.09,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000352,2026-08-01,CUST000352,SO0048,FR010,147.79,36.95,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000353,2026-08-01,CUST000353,SO0004,FR013,0.0,0.0,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000354,2026-08-01,CUST000354,SO0015,FR004,103.51,25.88,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000355,2026-08-01,CUST000355,SO0042,FR001,227.28,56.82,4,2,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000356,2026-08-01,CUST000356,SO0002,FR007,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000357,2026-08-01,CUST000357,SO0013,FR013,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000358,2026-08-01,CUST000358,SO0040,FR013,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000359,2026-08-01,CUST000359,SO0016,FR001,83.53999999999999,20.88,2,2,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000360,2026-08-01,CUST000360,SO0031,FR008,251.07,62.77,3,2,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000361,2026-08-01,CUST000361,SO0037,FR007,174.09,43.52,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000362,2026-08-01,CUST000362,SO0030,FR004,263.9,65.97,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000363,2026-08-01,CUST000363,SO0024,FR004,0.0,0.0,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000364,2026-08-01,CUST000364,SO0039,FR004,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000365,2026-08-01,CUST000365,SO0048,FR004,0.0,0.0,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000366,2026-08-01,CUST000366,SO0011,FR004,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000367,2026-08-01,CUST000367,SO0007,FR008,321.88,80.47,3,2,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000368,2026-08-01,CUST000368,SO0002,FR007,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000369,2026-08-01,CUST000369,SO0037,FR004,208.46,52.12,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000370,2026-08-01,CUST000370,SO0026,FR007,68.82000000000001,17.21,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000371,2026-08-01,CUST000371,SO0005,FR010,181.88,45.47,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000372,2026-08-01,CUST000372,SO0045,FR008,310.54,77.64,4,2,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000373,2026-08-01,CUST000373,SO0007,FR007,71.97,17.99,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000374,2026-08-01,CUST000374,SO0044,FR007,0.0,0.0,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000375,2026-08-01,CUST000375,SO0008,FR007,185.46,46.36,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000376,2026-08-01,CUST000376,SO0003,FR004,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000377,2026-08-01,CUST000377,SO0035,FR004,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000378,2026-08-01,CUST000378,SO0043,FR004,176.26999999999998,44.07,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000379,2026-08-01,CUST000379,SO0005,FR010,110.99,27.75,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000380,2026-08-01,CUST000380,SO0042,FR007,160.7,40.17,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000381,2026-08-01,CUST000381,SO0001,FR004,134.7,33.67,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000382,2026-08-01,CUST000382,SO0032,FR007,46.99,11.75,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000383,2026-08-01,CUST000383,SO0028,FR008,458.88,114.72,4,2,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000384,2026-08-01,CUST000384,SO0041,FR004,86.16000000000001,21.54,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000385,2026-08-01,CUST000385,SO0046,FR010,67.97999999999999,16.99,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000386,2026-08-01,CUST000386,SO0028,FR007,67.24,16.81,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000387,2026-08-01,CUST000387,SO0047,FR010,0.0,0.0,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000388,2026-08-01,CUST000388,SO0042,FR011,270.62,67.66,5,2,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000389,2026-08-01,CUST000389,SO0040,FR010,132.5,33.12,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000390,2026-08-01,CUST000390,SO0031,FR001,286.77,71.69,3,2,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000391,2026-08-01,CUST000391,SO0028,FR007,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000392,2026-08-01,CUST000392,SO0018,FR004,139.69,34.92,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000393,2026-08-01,CUST000393,SO0016,FR010,97.04,24.26,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000394,2026-08-01,CUST000394,SO0018,FR004,68.06,17.02,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000395,2026-08-01,CUST000395,SO0016,FR007,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000396,2026-08-01,CUST000396,SO0037,FR001,0.0,0.0,5,2,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000397,2026-08-01,CUST000397,SO0043,FR008,230.0,57.5,2,2,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000398,2026-08-01,CUST000398,SO0022,FR004,0.0,0.0,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000399,2026-08-01,CUST000399,SO0032,FR010,97.84,24.46,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000400,2026-08-01,CUST000400,SO0012,FR004,45.44,11.36,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000401,2026-08-01,CUST000401,SO0014,FR010,232.63,58.16,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000402,2026-08-01,CUST000402,SO0017,FR004,209.88,52.47,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000403,2026-08-01,CUST000403,SO0018,FR001,107.84,26.96,2,2,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000404,2026-08-01,CUST000404,SO0045,FR004,69.49,17.37,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000405,2026-08-01,CUST000405,SO0036,FR004,161.20999999999998,40.3,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000406,2026-08-01,CUST000406,SO0034,FR010,173.43,43.36,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000407,2026-08-01,CUST000407,SO0006,FR008,211.68,52.92,3,2,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000408,2026-08-01,CUST000408,SO0047,FR007,173.23000000000002,43.31,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000409,2026-08-01,CUST000409,SO0032,FR004,148.15,37.04,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000410,2026-08-01,CUST000410,SO0016,FR010,128.74,32.18,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000411,2026-08-01,CUST000411,SO0042,FR004,80.51,20.13,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000412,2026-08-01,CUST000412,SO0029,FR007,121.19,30.3,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000413,2026-08-01,CUST000413,SO0006,FR001,36.04,9.01,2,2,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000414,2026-08-01,CUST000414,SO0015,FR004,0.0,0.0,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000415,2026-08-01,CUST000415,SO0045,FR004,35.87,8.97,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000416,2026-08-01,CUST000416,SO0020,FR007,47.85,11.96,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000417,2026-08-01,CUST000417,SO0024,FR013,0.0,0.0,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000418,2026-08-01,CUST000418,SO0036,FR007,0.0,0.0,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000419,2026-08-01,CUST000419,SO0023,FR004,13.03,3.26,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000420,2026-08-01,CUST000420,SO0048,FR007,132.01,33.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000421,2026-08-01,CUST000421,SO0022,FR004,0.0,0.0,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000422,2026-08-01,CUST000422,SO0045,FR004,79.6,19.9,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000423,2026-08-01,CUST000423,SO0018,FR010,138.38,34.6,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000424,2026-08-01,CUST000424,SO0017,FR007,104.11,26.03,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000425,2026-08-01,CUST000425,SO0008,FR010,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000426,2026-08-01,CUST000426,SO0021,FR013,208.57,52.14,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000427,2026-08-01,CUST000427,SO0048,FR004,60.51,15.13,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000428,2026-08-01,CUST000428,SO0045,FR001,0.0,0.0,2,2,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000429,2026-08-01,CUST000429,SO0013,FR007,71.83,17.96,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000430,2026-08-01,CUST000430,SO0048,FR001,113.5,28.38,3,2,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000431,2026-08-01,CUST000431,SO0018,FR007,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000432,2026-08-01,CUST000432,SO0034,FR004,95.26,23.82,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000433,2026-08-01,CUST000433,SO0019,FR004,72.26,18.07,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000434,2026-08-01,CUST000434,SO0013,FR007,184.83,46.21,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000435,2026-08-01,CUST000435,SO0015,FR007,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000436,2026-08-01,CUST000436,SO0012,FR010,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000437,2026-08-01,CUST000437,SO0001,FR013,58.53,14.63,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000438,2026-08-01,CUST000438,SO0009,FR004,182.14,45.54,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000439,2026-08-01,CUST000439,SO0003,FR001,129.16,32.29,5,2,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000440,2026-08-01,CUST000440,SO0036,FR010,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000441,2026-08-01,CUST000441,SO0045,FR010,163.09,40.77,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000442,2026-08-01,CUST000442,SO0041,FR007,189.31,47.33,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000443,2026-08-01,CUST000443,SO0007,FR010,67.99000000000001,17.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000444,2026-08-01,CUST000444,SO0037,FR010,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000445,2026-08-01,CUST000445,SO0031,FR001,45.34,11.34,4,2,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000446,2026-08-01,CUST000446,SO0029,FR007,0.0,0.0,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000447,2026-08-01,CUST000447,SO0012,FR004,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000448,2026-08-01,CUST000448,SO0017,FR007,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000449,2026-08-01,CUST000449,SO0008,FR007,78.73,19.68,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000450,2026-08-01,CUST000450,SO0026,FR004,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000451,2026-08-01,CUST000451,SO0005,FR004,117.92,29.48,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000452,2026-08-01,CUST000452,SO0041,FR007,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000453,2026-08-01,CUST000453,SO0010,FR007,70.64,17.66,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000454,2026-08-01,CUST000454,SO0037,FR001,56.12,14.03,3,2,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000455,2026-08-01,CUST000455,SO0006,FR007,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000456,2026-08-01,CUST000456,SO0008,FR004,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000457,2026-08-01,CUST000457,SO0027,FR007,117.87,29.47,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000458,2026-08-01,CUST000458,SO0039,FR007,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000459,2026-08-01,CUST000459,SO0015,FR007,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000460,2026-08-01,CUST000460,SO0025,FR010,47.34,11.84,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000461,2026-08-01,CUST000461,SO0029,FR010,64.06,16.02,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000462,2026-08-01,CUST000462,SO0038,FR004,189.65,47.41,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000463,2026-08-01,CUST000463,SO0020,FR013,214.89,53.72,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000464,2026-08-01,CUST000464,SO0040,FR010,0.0,0.0,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000465,2026-08-01,CUST000465,SO0040,FR010,129.89,32.47,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000466,2026-08-01,CUST000466,SO0014,FR013,112.32,28.08,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000467,2026-08-01,CUST000467,SO0017,FR005,360.38,90.1,3,2,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000468,2026-08-01,CUST000468,SO0011,FR007,100.06,25.02,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000469,2026-08-01,CUST000469,SO0012,FR004,146.07,36.52,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000470,2026-08-01,CUST000470,SO0005,FR007,25.09,6.27,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000471,2026-08-01,CUST000471,SO0001,FR001,162.3,40.58,2,2,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000472,2026-08-01,CUST000472,SO0029,FR004,86.65,21.66,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000473,2026-08-01,CUST000473,SO0031,FR001,199.44,49.86,4,2,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000474,2026-08-01,CUST000474,SO0003,FR007,0.0,0.0,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000475,2026-08-01,CUST000475,SO0019,FR010,109.69,27.42,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000476,2026-08-01,CUST000476,SO0045,FR007,0.0,0.0,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000477,2026-08-01,CUST000477,SO0005,FR007,67.28,16.82,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000478,2026-08-01,CUST000478,SO0017,FR004,181.77,45.44,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000479,2026-08-01,CUST000479,SO0043,FR001,220.51,55.13,2,2,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000480,2026-08-01,CUST000480,SO0028,FR007,182.68,45.67,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000481,2026-08-01,CUST000481,SO0035,FR010,0.0,0.0,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000482,2026-08-01,CUST000482,SO0042,FR008,265.64,66.41,2,2,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000483,2026-08-01,CUST000483,SO0018,FR007,84.84,21.21,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000484,2026-08-01,CUST000484,SO0005,FR010,190.5,47.62,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000485,2026-08-01,CUST000485,SO0011,FR010,157.93,39.48,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000486,2026-08-01,CUST000486,SO0039,FR013,105.81,26.45,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000487,2026-08-01,CUST000487,SO0019,FR001,0.0,0.0,4,2,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000488,2026-08-01,CUST000488,SO0008,FR007,120.64,30.16,3,1,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000489,2026-08-01,CUST000489,SO0045,FR001,33.39,8.35,4,2,-2,2,104,644.8,39.52,78.63,7696,802.81,Generated,Pending Review,True,False
REC0000490,2026-08-01,CUST000490,SO0045,FR007,114.64,28.66,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000491,2026-08-01,CUST000491,SO0018,FR004,100.29,25.07,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000492,2026-08-01,CUST000492,SO0035,FR013,223.51,55.88,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000493,2026-08-01,CUST000493,SO0029,FR004,60.89,15.22,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000494,2026-08-01,CUST000494,SO0039,FR010,101.56,25.39,2,1,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000495,2026-08-01,CUST000495,SO0028,FR004,129.61,32.4,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
REC0000496,2026-08-01,CUST000496,SO0039,FR001,80.94999999999999,20.24,3,2,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000497,2026-08-01,CUST000497,SO0002,FR004,115.23,28.81,4,1,-3,3,156,967.2,59.28,117.95,11544,1204.27,Generated,Pending Review,True,False
REC0000498,2026-08-01,CUST000498,SO0015,FR007,85.78999999999999,21.45,5,1,-4,4,208,1289.6,79.04,157.27,15392,1605.73,Generated,Pending Review,True,False
REC0000499,2026-08-01,CUST000499,SO0038,FR011,298.53,74.63,3,2,-1,1,52,322.4,19.76,39.32,3848,401.46,Generated,Pending Review,True,False
REC0000500,2026-08-01,CUST000500,SO0044,FR007,90.59,22.65,1,1,0,0,0,0.0,0.0,0.0,0,0.0,Generated,Pending Review,True,False
