activity_date,customer_id,sales_organization_id,total_sales_amount,total_cases,total_stops,hotshots,off_day_deliveries,driver_labor_cost,overtime_cost,fuel_cost,vehicle_operating_cost,delivery_handling_cost,hotshot_cost,off_day_delivery_cost,other_operational_cost,total_operational_cost
2024-01-04,CUST002366,SO0048,2906.9700000000003,164.21,2,0,0,92.92,13.99,31.82,21.65,75.57,0,0,23.87,259.82
2024-01-04,CUST002372,SO0043,2018.98,90.57,1,0,0,41.34,4.42,17.64,25.11,36.42,0,0,2.4,127.33
2024-01-04,CUST002406,SO0046,1616.82,90.75,1,1,0,29.29,11.76,23.83,22.19,47.8,185,0,2.82,322.69
2024-01-04,CUST002423,SO0007,1483.64,53.59,1,0,0,42.96,11.08,20.28,17.97,15.95,0,0,2.62,110.86
2024-01-04,CUST002442,SO0022,2010.6,71.08,1,0,0,42.8,7.07,21.82,23.08,24.9,0,0,10.35,130.02
2024-01-04,CUST002460,SO0044,875.52,54.13,1,0,0,36.28,13.3,14.38,20.95,21.11,0,0,4.35,110.37
2024-01-04,CUST002469,SO0010,1726.71,70.97,1,0,0,31.74,9.37,12.62,26.57,38.69,0,0,11.02,130.01
2024-01-04,CUST002480,SO0027,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2024-01-05,CUST000014,SO0029,1231.59,61.06,1,0,0,48.64,10.92,23.97,13.43,30.45,0,0,8.15,135.56
2024-01-05,CUST000035,SO0030,2482.01,106.36,1,0,0,43.7,5.61,14.0,22.5,26.96,0,0,5.63,118.4
2024-01-05,CUST000062,SO0006,1425.12,91.93,1,0,0,33.28,1.18,15.37,12.47,28.64,0,0,9.98,100.92
2024-01-05,CUST000066,SO0039,1962.77,72.83,1,0,0,38.05,11.67,13.64,13.16,15.71,0,0,11.17,103.4
2024-01-05,CUST000071,SO0044,1972.97,103.27,1,0,0,30.85,1.43,18.45,15.0,34.8,0,0,5.08,105.61
2024-01-05,CUST000073,SO0018,4116.38,157.15,1,0,0,42.92,2.7,15.86,24.67,39.77,0,0,3.1,129.02
2024-01-05,CUST000092,SO0006,2243.22,77.73,1,0,0,42.17,11.82,21.54,34.1,27.36,0,0,8.62,145.61
2024-01-05,CUST000120,SO0016,2547.08,128.99,1,0,0,49.68,10.14,18.2,11.29,22.74,0,0,7.65,119.7
2024-01-05,CUST000123,SO0043,1621.09,69.72,1,0,0,49.06,8.7,12.41,19.41,35.88,0,0,3.46,128.92
2024-01-05,CUST000124,SO0023,1327.0,74.45,1,0,0,45.52,2.69,23.65,32.75,36.68,0,0,4.92,146.21
2024-01-05,CUST000150,SO0010,1431.47,70.76,1,0,0,49.32,4.36,15.74,20.3,24.36,0,0,11.22,125.3
2024-01-05,CUST000247,SO0025,2274.56,154.56,1,0,0,45.31,12.06,9.58,12.48,78.05,0,0,10.56,168.04
2024-01-05,CUST000252,SO0024,1810.42,101.12,1,0,0,44.72,5.45,10.32,10.64,47.29,0,0,8.62,127.04
2024-01-05,CUST000345,SO0017,1648.3,74.55,1,0,0,47.49,8.58,22.09,21.84,22.75,0,0,7.71,130.46
2024-01-05,CUST000367,SO0007,1248.16,58.3,1,0,0,41.24,13.24,24.08,19.11,29.97,0,0,10.79,138.43
2024-01-05,CUST000432,SO0034,1288.69,63.46,1,0,0,28.42,7.65,17.58,22.81,25.45,0,0,10.85,112.76
2024-01-05,CUST000433,SO0019,1703.44,65.52,1,0,0,28.1,10.19,8.15,11.52,27.19,0,0,6.56,91.71
2024-01-05,CUST000459,SO0015,1181.63,55.63,1,0,0,30.28,12.38,10.45,12.35,27.21,0,0,10.95,103.62
2024-01-05,CUST000477,SO0005,1508.83,72.15,1,0,0,32.4,3.67,24.34,12.79,35.46,0,0,7.98,116.64
2024-01-05,CUST000490,SO0045,640.9,43.34,1,0,0,36.34,13.3,11.29,20.4,13.53,0,0,7.75,102.61
2024-01-05,CUST000492,SO0035,1788.16,84.15,1,0,0,38.54,2.32,17.14,15.15,16.23,0,0,3.54,92.92
2024-01-05,CUST000521,SO0004,1400.02,71.31,1,0,0,50.29,5.68,11.85,15.56,33.04,0,0,5.94,122.36
2024-01-05,CUST000538,SO0032,2826.81,97.98,1,0,0,42.91,3.76,17.25,31.01,44.52,0,0,11.75,151.2
2024-01-05,CUST000560,SO0037,2651.5,139.95,2,0,0,95.19,6.18,31.24,59.68,54.77,0,0,21.45,268.51
2024-01-05,CUST000571,SO0030,1480.26,98.91,1,0,0,28.76,4.57,12.8,22.22,25.93,0,0,10.17,104.45
2024-01-05,CUST000576,SO0040,698.73,48.24,1,0,0,41.47,10.26,11.23,17.25,10.55,0,0,7.43,98.19
2024-01-05,CUST000584,SO0015,1820.39,95.98,1,0,0,29.4,4.16,24.09,18.25,26.26,0,0,9.3,111.46
2024-01-05,CUST000602,SO0030,4944.29,177.47,1,0,0,49.6,4.49,17.58,17.52,95.87,0,0,9.54,194.6
2024-01-05,CUST000623,SO0019,1104.18,76.05,1,0,0,38.66,0.23,16.1,27.29,17.33,0,0,6.0,105.61
2024-01-05,CUST000752,SO0020,1531.85,73.97,1,0,0,28.35,9.37,14.2,12.79,39.25,0,0,3.97,107.93
2024-01-05,CUST000793,SO0032,803.24,48.23,1,0,0,43.91,4.07,12.89,20.95,16.76,0,0,3.84,102.42
2024-01-05,CUST000814,SO0028,3078.18,110.14,1,0,0,49.52,5.29,12.43,23.9,31.15,0,0,8.46,130.75
2024-01-05,CUST000862,SO0031,3196.89,137.04,1,0,0,40.46,8.67,24.07,20.02,27.23,0,0,10.54,130.99
2024-01-05,CUST000872,SO0024,3233.96,113.71,1,0,0,36.62,12.31,15.57,22.71,19.98,0,0,5.71,112.9
2024-01-05,CUST000882,SO0006,627.41,38.62,1,0,0,47.04,3.68,20.61,30.28,12.64,0,0,10.41,124.66
2024-01-05,CUST000916,SO0029,743.0,31.4,1,0,0,42.14,4.55,20.37,18.95,12.6,0,0,11.85,110.46
2024-01-05,CUST000931,SO0023,1445.24,74.54,1,0,0,38.13,5.51,17.99,24.87,31.69,0,0,6.87,125.06
2024-01-05,CUST000982,SO0045,976.1,50.14,1,0,0,40.75,13.43,13.42,27.99,16.91,0,0,10.92,123.42
2024-01-05,CUST000995,SO0004,683.9,47.34,1,0,0,44.24,4.54,8.34,13.44,7.77,0,0,6.31,84.64
2024-01-05,CUST000996,SO0018,1067.46,54.74,1,0,0,36.81,3.42,16.79,22.91,29.68,0,0,2.88,112.49
2024-01-05,CUST001050,SO0046,775.99,47.55,1,0,0,44.08,0.75,19.95,32.9,23.89,0,0,4.95,126.52
2024-01-05,CUST001076,SO0034,920.89,49.76,1,0,0,33.58,0.77,11.05,27.91,7.75,0,0,5.53,86.59
2024-01-05,CUST001123,SO0016,2032.71,80.66,1,0,0,38.94,9.74,11.22,23.81,31.25,0,0,4.17,119.13
2024-01-05,CUST001144,SO0004,2919.53,130.42,1,0,0,50.26,2.81,20.22,30.86,63.63,0,0,6.32,174.1
2024-01-05,CUST001204,SO0023,386.81,18.21,1,0,0,30.1,2.94,20.53,11.78,4.67,0,0,2.26,72.28
2024-01-05,CUST001229,SO0016,1651.65,64.66,1,0,0,42.73,2.17,23.67,18.45,17.66,0,0,2.19,106.87
2024-01-05,CUST001253,SO0030,565.43,38.33,1,0,0,36.85,6.49,10.11,15.81,12.83,0,0,2.97,85.06
2024-01-05,CUST001323,SO0023,1677.04,71.42,1,0,0,37.57,0.76,22.79,25.41,14.47,0,0,10.75,111.75
2024-01-05,CUST001358,SO0009,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2024-01-05,CUST001377,SO0012,1864.46,96.9,1,0,0,32.9,4.82,16.66,27.08,32.52,0,0,3.33,117.31
2024-01-05,CUST001390,SO0047,814.82,47.76,1,0,0,28.37,5.87,9.8,14.08,22.1,0,0,6.16,86.38
2024-01-05,CUST001402,SO0016,3284.26,194.53,2,0,0,92.19,11.76,39.74,52.57,33.51,0,0,20.87,250.64
2024-01-05,CUST001416,SO0037,2921.02,134.16,1,0,0,32.73,6.78,10.27,16.13,59.71,0,0,5.08,130.7
2024-01-05,CUST001425,SO0032,1196.64,46.34,1,0,0,38.26,2.41,19.04,16.52,10.31,0,0,10.2,96.74
2024-01-05,CUST001441,SO0033,1955.39,123.56,1,0,0,51.52,6.3,9.26,20.11,28.02,0,0,2.55,117.76
2024-01-05,CUST001463,SO0020,2137.71,93.83,1,0,0,51.03,1.1,17.11,25.37,46.04,0,0,3.62,144.27
2024-01-05,CUST001477,SO0003,2569.07,139.24,1,0,0,49.58,10.15,8.91,25.27,50.46,0,0,10.96,155.33
2024-01-05,CUST001518,SO0009,683.37,37.05,1,0,0,43.0,3.57,8.96,32.22,12.01,0,0,6.53,106.29
2024-01-05,CUST001530,SO0047,2655.01,163.93,1,0,0,45.12,5.6,17.37,21.53,67.32,0,0,3.45,160.39
2024-01-05,CUST001586,SO0011,1079.08,52.47,1,0,0,47.22,12.14,21.28,19.94,11.6,0,0,9.64,121.82
2024-01-05,CUST001616,SO0044,991.54,66.95,1,0,0,45.37,5.55,11.92,21.3,13.11,0,0,8.58,105.83
2024-01-05,CUST001621,SO0028,571.87,29.71,1,0,0,44.52,9.07,8.79,25.28,9.19,0,0,6.41,103.26
2024-01-05,CUST001634,SO0035,2237.81,81.73,1,0,0,34.08,11.87,18.81,24.37,40.52,0,0,11.21,140.86
2024-01-05,CUST001649,SO0016,1891.35,101.5,1,0,0,38.43,9.9,12.46,20.9,40.19,0,0,4.98,126.86
2024-01-05,CUST001659,SO0036,745.03,29.62,1,0,1,46.82,1.19,16.87,16.12,11.92,0,110,8.25,211.17
2024-01-05,CUST001707,SO0044,2300.03,93.14,1,0,0,32.91,13.5,16.92,11.63,15.59,0,0,11.78,102.33
2024-01-05,CUST001773,SO0029,2254.86,88.08,1,0,1,48.2,3.74,9.25,15.97,41.71,0,110,8.42,237.29
