work_date,driver_id,route_id,vehicle_id,sales_organization_id,total_deliveries,total_stops,missed_stops,total_cases_delivered,scheduled_hours,total_hours,regular_hours,overtime_hours,completed_stops,planned_miles,miles_driven
2024-01-04,DRV00149,ROUTE00149,VEH00152,SO0038,1,1,0,64.53,8.0,7.96,7.96,0.0,1,3.64,3.63
2024-01-04,DRV00151,ROUTE00152,VEH00152,SO0038,1,1,0,39.34,8.0,6.33,6.33,0.0,1,6.82,7.32
2024-01-04,DRV00155,ROUTE00156,VEH00155,SO0039,1,1,0,45.34,8.0,5.88,5.88,0.0,1,5.72,6.92
2024-01-04,DRV00156,ROUTE00155,VEH00155,SO0039,1,1,0,41.78,8.0,7.71,7.71,0.0,1,5.51,6.24
2024-01-04,DRV00157,ROUTE00157,VEH00158,SO0040,1,1,0,54.44,8.0,6.25,6.25,0.0,1,3.57,3.65
2024-01-04,DRV00159,ROUTE00158,VEH00158,SO0040,1,1,0,49.58,8.0,6.67,6.67,0.0,1,6.44,6.59
2024-01-04,DRV00160,ROUTE00159,VEH00158,SO0040,1,1,0,72.42,8.0,6.86,6.86,0.0,1,7.02,7.79
2024-01-04,DRV00161,ROUTE00162,VEH00161,SO0041,1,1,0,81.94,8.0,6.05,6.05,0.0,1,4.49,4.64
2024-01-04,DRV00166,ROUTE00165,VEH00167,SO0042,1,1,0,60.11,8.0,6.96,6.96,0.0,1,4.03,4.35
2024-01-04,DRV00170,ROUTE00169,VEH00169,SO0043,2,1,1,90.57,8.0,7.38,7.38,0.0,1,11.56,12.87
2024-01-04,DRV00170,ROUTE00169,VEH00170,SO0043,1,1,0,76.65,8.0,5.41,5.41,0.0,1,6.0,7.46
2024-01-04,DRV00171,ROUTE00172,VEH00170,SO0043,1,1,0,44.85,8.0,6.26,6.26,0.0,1,6.96,8.63
2024-01-04,DRV00172,ROUTE00171,VEH00172,SO0043,1,1,0,101.96,8.0,5.91,5.91,0.0,1,6.16,7.64
2024-01-04,DRV00172,ROUTE00172,VEH00171,SO0043,1,1,0,46.88,8.0,6.08,6.08,0.0,1,5.91,6.47
2024-01-04,DRV00176,ROUTE00176,VEH00175,SO0044,1,1,0,54.13,8.0,7.6,7.6,0.0,1,5.28,6.42
2024-01-04,DRV00178,ROUTE00180,VEH00180,SO0045,1,1,0,35.62,8.0,6.49,6.49,0.0,1,5.61,6.84
2024-01-04,DRV00179,ROUTE00177,VEH00180,SO0045,1,1,0,117.93,8.0,6.02,6.02,0.0,1,6.0,7.43
2024-01-04,DRV00180,ROUTE00177,VEH00180,SO0045,1,1,0,84.06,8.0,5.43,5.43,0.0,1,6.95,6.63
2024-01-04,DRV00182,ROUTE00182,VEH00183,SO0046,1,1,0,90.75,8.0,6.56,6.56,0.0,1,5.12,5.12
2024-01-04,DRV00182,ROUTE00183,VEH00184,SO0046,1,1,0,68.16,8.0,7.3,7.3,0.0,1,6.92,7.03
2024-01-04,DRV00185,ROUTE00185,VEH00187,SO0047,1,1,0,26.88,8.0,5.42,5.42,0.0,1,5.79,6.28
2024-01-04,DRV00185,ROUTE00187,VEH00185,SO0047,1,1,0,133.12,8.0,6.18,6.18,0.0,1,6.77,7.02
2024-01-04,DRV00185,ROUTE00188,VEH00185,SO0047,1,1,0,55.79,8.0,6.88,6.88,0.0,1,6.19,6.4
2024-01-04,DRV00186,ROUTE00187,VEH00185,SO0047,1,1,0,65.73,8.0,6.81,6.81,0.0,1,3.79,4.7
2024-01-04,DRV00187,ROUTE00185,VEH00185,SO0047,1,1,0,23.63,8.0,7.47,7.47,0.0,1,6.4,6.95
2024-01-04,DRV00189,ROUTE00191,VEH00190,SO0048,1,1,0,59.76,8.0,4.77,4.77,0.0,1,4.2,5.12
2024-01-04,DRV00190,ROUTE00189,VEH00189,SO0048,2,2,0,157.35,8.0,7.69,7.69,0.0,2,12.39,14.31
2024-01-04,DRV00191,ROUTE00189,VEH00189,SO0048,1,1,0,58.07,8.0,6.58,6.58,0.0,1,5.24,6.05
2024-01-05,DRV00001,ROUTE00002,VEH00003,SO0001,1,1,0,90.25,8.0,5.47,5.47,0.0,1,4.22,4.67
2024-01-05,DRV00001,ROUTE00004,VEH00002,SO0001,1,1,0,33.77,8.0,5.82,5.82,0.0,1,6.21,7.31
2024-01-05,DRV00002,ROUTE00004,VEH00001,SO0001,1,1,0,27.28,8.0,6.26,6.26,0.0,1,4.69,5.8
2024-01-05,DRV00010,ROUTE00011,VEH00010,SO0003,1,1,0,34.71,8.0,5.4,5.4,0.0,1,4.2,4.95
2024-01-05,DRV00010,ROUTE00012,VEH00010,SO0003,1,1,0,75.28,8.0,5.75,5.75,0.0,1,3.79,3.71
2024-01-05,DRV00011,ROUTE00009,VEH00009,SO0003,1,1,0,139.24,8.0,5.36,5.36,0.0,1,5.77,6.83
2024-01-05,DRV00013,ROUTE00015,VEH00016,SO0004,1,1,0,71.31,8.0,7.15,7.15,0.0,1,4.37,4.32
2024-01-05,DRV00014,ROUTE00014,VEH00015,SO0004,1,1,0,47.34,8.0,5.72,5.72,0.0,1,5.32,6.22
2024-01-05,DRV00014,ROUTE00016,VEH00016,SO0004,1,1,0,130.42,8.0,7.33,7.33,0.0,1,5.01,4.76
2024-01-05,DRV00016,ROUTE00016,VEH00014,SO0004,1,0,1,0.0,8.0,7.22,7.22,0.0,0,4.51,4.43
2024-01-05,DRV00016,ROUTE00016,VEH00016,SO0004,1,1,0,66.22,8.0,7.31,7.31,0.0,1,5.49,6.77
2024-01-05,DRV00017,ROUTE00018,VEH00017,SO0005,1,1,0,72.15,8.0,6.04,6.04,0.0,1,4.05,3.95
2024-01-05,DRV00018,ROUTE00018,VEH00020,SO0005,1,1,0,71.11,8.0,6.84,6.84,0.0,1,6.94,8.01
2024-01-05,DRV00019,ROUTE00018,VEH00020,SO0005,1,1,0,81.37,8.0,7.16,7.16,0.0,1,4.79,4.8
2024-01-05,DRV00021,ROUTE00022,VEH00023,SO0006,1,1,0,77.73,8.0,5.92,5.92,0.0,1,5.61,6.77
2024-01-05,DRV00023,ROUTE00022,VEH00021,SO0006,1,1,0,91.93,8.0,6.49,6.49,0.0,1,6.53,7.25
2024-01-05,DRV00023,ROUTE00022,VEH00023,SO0006,1,1,0,38.62,8.0,5.31,5.31,0.0,1,5.08,5.3
2024-01-05,DRV00028,ROUTE00028,VEH00026,SO0007,1,1,0,36.09,8.0,7.05,7.05,0.0,1,5.21,6.45
2024-01-05,DRV00028,ROUTE00028,VEH00028,SO0007,1,1,0,58.3,8.0,7.79,7.79,0.0,1,4.68,5.75
2024-01-05,DRV00034,ROUTE00033,VEH00033,SO0009,1,1,0,37.05,8.0,5.23,5.23,0.0,1,7.4,7.99
2024-01-05,DRV00034,ROUTE00036,VEH00035,SO0009,1,0,1,0.0,8.0,6.45,6.45,0.0,0,4.92,5.54
2024-01-05,DRV00039,ROUTE00038,VEH00038,SO0010,1,1,0,70.76,8.0,5.76,5.76,0.0,1,6.43,6.55
2024-01-05,DRV00044,ROUTE00041,VEH00044,SO0011,1,1,0,52.47,8.0,7.31,7.31,0.0,1,7.32,8.99
2024-01-05,DRV00044,ROUTE00044,VEH00043,SO0011,1,1,0,128.82,8.0,6.73,6.73,0.0,1,3.72,4.32
2024-01-05,DRV00046,ROUTE00045,VEH00046,SO0012,1,1,0,79.7,8.0,7.73,7.73,0.0,1,5.78,6.1
2024-01-05,DRV00048,ROUTE00046,VEH00048,SO0012,1,1,0,96.9,8.0,6.14,6.14,0.0,1,6.0,6.59
2024-01-05,DRV00057,ROUTE00058,VEH00058,SO0015,1,1,0,55.63,8.0,6.38,6.38,0.0,1,6.09,7.41
2024-01-05,DRV00057,ROUTE00059,VEH00058,SO0015,1,1,0,75.32,8.0,7.09,7.09,0.0,1,7.14,8.02
2024-01-05,DRV00058,ROUTE00057,VEH00059,SO0015,1,1,0,95.98,8.0,6.95,6.95,0.0,1,5.93,6.57
2024-01-05,DRV00061,ROUTE00061,VEH00063,SO0016,1,1,0,80.66,8.0,6.36,6.36,0.0,1,4.07,4.11
2024-01-05,DRV00061,ROUTE00062,VEH00064,SO0016,1,1,0,101.5,8.0,5.62,5.62,0.0,1,4.6,5.55
2024-01-05,DRV00062,ROUTE00062,VEH00061,SO0016,1,1,0,60.27,8.0,6.7,6.7,0.0,1,5.03,5.36
2024-01-05,DRV00062,ROUTE00062,VEH00062,SO0016,1,1,0,134.26,8.0,6.28,6.28,0.0,1,6.64,8.12
2024-01-05,DRV00063,ROUTE00063,VEH00063,SO0016,1,1,0,64.66,8.0,6.42,6.42,0.0,1,4.18,4.06
2024-01-05,DRV00064,ROUTE00064,VEH00061,SO0016,1,1,0,128.99,8.0,6.38,6.38,0.0,1,7.38,7.81
2024-01-05,DRV00065,ROUTE00066,VEH00066,SO0017,1,1,0,54.71,8.0,6.7,6.7,0.0,1,3.59,3.48
2024-01-05,DRV00065,ROUTE00067,VEH00068,SO0017,1,1,0,63.65,8.0,6.03,6.03,0.0,1,3.65,3.87
2024-01-05,DRV00065,ROUTE00068,VEH00067,SO0017,1,1,0,74.55,8.0,7.29,7.29,0.0,1,6.58,6.55
2024-01-05,DRV00071,ROUTE00069,VEH00070,SO0018,1,1,0,54.74,8.0,7.31,7.31,0.0,1,4.43,5.24
2024-01-05,DRV00071,ROUTE00070,VEH00070,SO0018,1,1,0,152.27,8.0,6.42,6.42,0.0,1,7.04,8.6
2024-01-05,DRV00071,ROUTE00070,VEH00071,SO0018,1,1,0,63.16,8.0,8.42,8.0,0.42,1,5.71,6.79
2024-01-05,DRV00072,ROUTE00070,VEH00069,SO0018,1,1,0,157.15,8.0,5.9,5.9,0.0,1,4.03,3.86
2024-01-05,DRV00073,ROUTE00073,VEH00075,SO0019,1,1,0,76.05,8.0,6.34,6.34,0.0,1,5.2,6.46
2024-01-05,DRV00073,ROUTE00074,VEH00073,SO0019,1,1,0,65.52,8.0,6.36,6.36,0.0,1,5.5,5.82
2024-01-05,DRV00077,ROUTE00077,VEH00079,SO0020,1,1,0,93.83,8.0,6.92,6.92,0.0,1,5.0,5.25
2024-01-05,DRV00078,ROUTE00079,VEH00080,SO0020,2,2,0,203.15,8.0,6.17,6.17,0.0,2,9.8,11.42
2024-01-05,DRV00080,ROUTE00077,VEH00080,SO0020,1,1,0,74.49,8.0,6.22,6.22,0.0,1,3.76,4.03
2024-01-05,DRV00088,ROUTE00085,VEH00086,SO0022,1,1,0,105.48,8.0,5.38,5.38,0.0,1,6.65,7.34
2024-01-05,DRV00089,ROUTE00090,VEH00089,SO0023,1,1,0,18.21,8.0,6.59,6.59,0.0,1,7.02,7.54
2024-01-05,DRV00090,ROUTE00089,VEH00089,SO0023,1,1,0,74.54,8.0,5.47,5.47,0.0,1,6.09,5.86
2024-01-05,DRV00091,ROUTE00090,VEH00090,SO0023,1,1,0,74.45,8.0,7.48,7.48,0.0,1,6.94,6.73
2024-01-05,DRV00092,ROUTE00089,VEH00091,SO0023,1,1,0,71.42,8.0,7.4,7.4,0.0,1,5.03,6.18
2024-01-05,DRV00094,ROUTE00095,VEH00094,SO0024,1,1,0,101.12,8.0,7.02,7.02,0.0,1,7.25,7.9
2024-01-05,DRV00096,ROUTE00094,VEH00095,SO0024,1,1,0,113.71,8.0,5.48,5.48,0.0,1,5.11,6.08
2024-01-05,DRV00098,ROUTE00099,VEH00099,SO0025,1,1,0,154.56,8.0,7.36,7.36,0.0,1,6.96,6.67
2024-01-05,DRV00103,ROUTE00102,VEH00101,SO0026,1,1,0,44.23,8.0,6.1,6.1,0.0,1,5.15,5.79
2024-01-05,DRV00110,ROUTE00110,VEH00110,SO0028,1,1,0,29.71,8.0,7.39,7.39,0.0,1,7.43,7.92
2024-01-05,DRV00112,ROUTE00112,VEH00112,SO0028,1,1,0,110.14,8.0,6.67,6.67,0.0,1,5.82,6.78
2024-01-05,DRV00113,ROUTE00113,VEH00113,SO0029,1,1,0,61.06,8.0,6.18,6.18,0.0,1,6.04,6.6
2024-01-05,DRV00114,ROUTE00113,VEH00113,SO0029,1,1,0,31.4,8.0,8.52,8.0,0.52,1,4.11,4.88
2024-01-05,DRV00115,ROUTE00115,VEH00116,SO0029,1,1,0,88.08,8.0,5.6,5.6,0.0,1,7.31,7.78
2024-01-05,DRV00117,ROUTE00117,VEH00117,SO0030,1,1,0,91.52,8.0,7.07,7.07,0.0,1,4.28,4.14
2024-01-05,DRV00117,ROUTE00118,VEH00119,SO0030,1,1,0,38.33,8.0,7.77,7.77,0.0,1,3.97,4.15
2024-01-05,DRV00117,ROUTE00119,VEH00118,SO0030,1,1,0,106.36,8.0,6.71,6.71,0.0,1,3.78,4.39
2024-01-05,DRV00118,ROUTE00120,VEH00117,SO0030,1,1,0,177.47,8.0,7.34,7.34,0.0,1,5.75,6.82
2024-01-05,DRV00120,ROUTE00117,VEH00120,SO0030,1,1,0,98.91,8.0,5.66,5.66,0.0,1,4.15,4.84
