purchase_order_number,purchase_order_line_number,invoice_number,purchase_timestamp,vehicle_id,sales_organization_id,vendor_id,vendor_name,fuel_type,gallons_purchased,fuel_unit_price,fuel_purchase_cost,odometer_reading
FPO00000342,1,FINV00000342,2026-02-21 07:48:00,VEH00002,SO0001,VENDOR005,Fuel Vendor 013,Diesel,50.251,3.1665,159.12,121514.9
FPO00000343,1,FINV00000343,2026-02-25 14:34:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 020,Diesel,46.826,3.1431,147.18,121519.6
FPO00000344,1,FINV00000344,2026-03-02 10:11:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 002,Diesel,26.451,3.402,89.99,121525.53
FPO00000345,1,FINV00000345,2026-03-08 08:40:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 018,Diesel,53.095,4.7294,251.11,121531.22
FPO00000346,1,FINV00000346,2026-03-09 14:24:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 009,Diesel,82.787,3.839,317.82,121538.81
FPO00000347,1,FINV00000347,2026-03-11 15:05:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 008,Diesel,38.244,4.6378,177.37,121546.16
FPO00000348,1,FINV00000348,2026-03-18 09:14:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 007,Diesel,28.577,4.0774,116.52,121550.84
FPO00000349,1,FINV00000349,2026-03-19 16:42:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 006,Diesel,86.916,3.6821,320.03,121556.16
FPO00000350,1,FINV00000350,2026-03-30 06:53:00,VEH00002,SO0001,VENDOR001,Fuel Vendor 016,Diesel,25.907,3.8501,99.74,121564.35
FPO00000351,1,FINV00000351,2026-04-02 13:08:00,VEH00002,SO0001,VENDOR011,Fuel Vendor 017,Diesel,53.551,3.4329,183.84,121568.42
FPO00000352,1,FINV00000352,2026-04-07 13:33:00,VEH00002,SO0001,VENDOR002,Fuel Vendor 011,Diesel,57.987,4.3736,253.61,121576.1
FPO00000353,1,FINV00000353,2026-04-14 17:16:00,VEH00002,SO0001,VENDOR006,Fuel Vendor 012,Diesel,67.741,4.136,280.18,121582.34
FPO00000354,1,FINV00000354,2026-04-15 11:32:00,VEH00002,SO0001,VENDOR009,Fuel Vendor 001,Diesel,45.659,4.4248,202.03,121589.37
FPO00000355,1,FINV00000355,2026-04-15 06:25:00,VEH00002,SO0001,VENDOR007,Fuel Vendor 017,Diesel,19.487,3.613,70.41,121596.43
FPO00000356,1,FINV00000356,2026-04-17 09:45:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 015,Diesel,68.523,4.5291,310.35,121603.54
FPO00000357,1,FINV00000357,2026-04-21 06:21:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 008,Diesel,67.326,3.8417,258.65,121609.9
FPO00000358,1,FINV00000358,2026-04-24 06:57:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 008,Diesel,59.659,4.526,270.02,121616.33
FPO00000359,1,FINV00000359,2026-04-27 10:29:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 016,Diesel,72.556,3.8637,280.33,121622.74
FPO00000360,1,FINV00000360,2026-04-28 06:34:00,VEH00002,SO0001,VENDOR009,Fuel Vendor 018,Diesel,72.161,3.7547,270.94,121626.85
FPO00000361,1,FINV00000361,2026-05-05 05:31:00,VEH00002,SO0001,VENDOR009,Fuel Vendor 018,Diesel,63.736,4.2084,268.23,121633.0
FPO00000362,1,FINV00000362,2026-05-09 07:02:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 020,Diesel,54.22,4.6271,250.88,121640.53
FPO00000363,1,FINV00000363,2026-05-21 14:06:00,VEH00002,SO0001,VENDOR017,Fuel Vendor 012,Diesel,59.07,3.8523,227.56,121645.19
FPO00000364,1,FINV00000364,2026-05-28 13:32:00,VEH00002,SO0001,VENDOR016,Fuel Vendor 001,Diesel,31.123,3.7941,118.08,121651.64
FPO00000365,1,FINV00000365,2026-05-30 14:44:00,VEH00002,SO0001,VENDOR016,Fuel Vendor 004,Diesel,87.836,3.7435,328.81,121660.64
FPO00000366,1,FINV00000366,2026-06-05 08:40:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 002,Diesel,57.067,4.8043,274.17,121664.45
FPO00000367,1,FINV00000367,2026-06-15 10:32:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 020,Diesel,57.492,3.6352,208.99,121671.36
FPO00000368,1,FINV00000368,2026-06-29 17:20:00,VEH00002,SO0001,VENDOR013,Fuel Vendor 015,Diesel,41.661,4.1931,174.69,121676.27
FPO00000369,1,FINV00000369,2026-07-01 12:11:00,VEH00002,SO0001,VENDOR016,Fuel Vendor 015,Diesel,39.488,4.7801,188.76,121683.7
FPO00000370,1,FINV00000370,2026-07-03 08:21:00,VEH00002,SO0001,VENDOR012,Fuel Vendor 015,Diesel,25.453,3.3947,86.41,121689.45
FPO00000371,1,FINV00000371,2026-07-11 11:46:00,VEH00002,SO0001,VENDOR013,Fuel Vendor 005,Diesel,84.473,4.7198,398.7,121693.96
FPO00000372,1,FINV00000372,2026-07-19 11:07:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 001,Diesel,69.495,3.8901,270.34,121698.66
FPO00000373,1,FINV00000373,2026-07-23 19:09:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 010,Diesel,60.329,3.3481,201.99,121703.91
FPO00000374,1,FINV00000374,2026-07-24 12:26:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 006,Diesel,50.638,4.2982,217.65,121708.76
FPO00000375,1,FINV00000375,2024-01-09 13:00:00,VEH00003,SO0001,VENDOR014,Fuel Vendor 001,Diesel,38.228,4.6225,176.71,72976.84
FPO00000376,1,FINV00000376,2024-01-12 07:03:00,VEH00003,SO0001,VENDOR011,Fuel Vendor 017,Diesel,59.284,4.1625,246.77,72982.02
FPO00000377,1,FINV00000377,2024-01-12 11:11:00,VEH00003,SO0001,VENDOR001,Fuel Vendor 020,Diesel,86.655,3.6395,315.38,72986.65
FPO00000378,1,FINV00000378,2024-01-14 13:29:00,VEH00003,SO0001,VENDOR017,Fuel Vendor 010,Diesel,42.322,4.561,193.03,72993.85
FPO00000379,1,FINV00000379,2024-01-27 10:13:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 003,Diesel,86.261,4.6944,404.94,73002.65
FPO00000380,1,FINV00000380,2024-02-01 18:11:00,VEH00003,SO0001,VENDOR018,Fuel Vendor 011,Diesel,32.876,4.5273,148.84,73009.76
FPO00000381,1,FINV00000381,2024-02-10 16:09:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 012,Diesel,69.966,3.679,257.4,73015.98
FPO00000382,1,FINV00000382,2024-02-18 17:36:00,VEH00003,SO0001,VENDOR020,Fuel Vendor 001,Diesel,30.841,3.3513,103.36,73022.3
FPO00000383,1,FINV00000383,2024-03-02 18:32:00,VEH00003,SO0001,VENDOR019,Fuel Vendor 016,Diesel,89.761,3.9899,358.14,73026.5
FPO00000384,1,FINV00000384,2024-03-04 12:05:00,VEH00003,SO0001,VENDOR013,Fuel Vendor 010,Diesel,55.356,3.6827,203.86,73032.57
FPO00000385,1,FINV00000385,2024-03-09 09:30:00,VEH00003,SO0001,VENDOR002,Fuel Vendor 016,Diesel,50.235,4.6284,232.51,73037.81
FPO00000386,1,FINV00000386,2024-03-11 18:13:00,VEH00003,SO0001,VENDOR008,Fuel Vendor 019,Diesel,50.495,4.6487,234.74,73041.66
FPO00000387,1,FINV00000387,2024-03-11 17:27:00,VEH00003,SO0001,VENDOR011,Fuel Vendor 004,Diesel,89.112,4.7695,425.02,73047.23
FPO00000388,1,FINV00000388,2024-03-12 15:25:00,VEH00003,SO0001,VENDOR001,Fuel Vendor 009,Diesel,19.812,4.6544,92.21,73053.76
FPO00000389,1,FINV00000389,2024-03-16 16:36:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 009,Diesel,73.601,4.0285,296.5,73061.44
FPO00000390,1,FINV00000390,2024-03-19 18:27:00,VEH00003,SO0001,VENDOR013,Fuel Vendor 016,Diesel,18.271,3.7174,67.92,73070.17
FPO00000391,1,FINV00000391,2024-03-25 11:33:00,VEH00003,SO0001,VENDOR014,Fuel Vendor 005,Diesel,53.733,4.6903,252.02,73077.3
FPO00000392,1,FINV00000392,2024-03-28 08:59:00,VEH00003,SO0001,VENDOR016,Fuel Vendor 014,Diesel,53.659,3.8028,204.05,73085.14
FPO00000393,1,FINV00000393,2024-05-05 18:39:00,VEH00003,SO0001,VENDOR011,Fuel Vendor 001,Diesel,53.329,3.8655,206.14,73091.57
FPO00000394,1,FINV00000394,2024-05-08 12:36:00,VEH00003,SO0001,VENDOR006,Fuel Vendor 003,Diesel,77.179,4.801,370.54,73096.66
FPO00000395,1,FINV00000395,2024-05-14 16:03:00,VEH00003,SO0001,VENDOR015,Fuel Vendor 020,Diesel,19.832,3.6792,72.97,73100.82
FPO00000396,1,FINV00000396,2024-05-31 10:12:00,VEH00003,SO0001,VENDOR018,Fuel Vendor 005,Diesel,30.517,4.1156,125.6,73106.53
FPO00000397,1,FINV00000397,2024-06-01 09:02:00,VEH00003,SO0001,VENDOR016,Fuel Vendor 018,Diesel,29.3,3.2313,94.68,73114.57
FPO00000398,1,FINV00000398,2024-06-08 10:56:00,VEH00003,SO0001,VENDOR005,Fuel Vendor 008,Diesel,53.88,3.6813,198.35,73120.02
FPO00000399,1,FINV00000399,2024-06-15 19:05:00,VEH00003,SO0001,VENDOR017,Fuel Vendor 004,Diesel,66.511,4.4919,298.76,73127.09
FPO00000400,1,FINV00000400,2024-06-23 19:46:00,VEH00003,SO0001,VENDOR017,Fuel Vendor 020,Diesel,75.492,3.8384,289.77,73134.11
FPO00000401,1,FINV00000401,2024-06-26 10:50:00,VEH00003,SO0001,VENDOR017,Fuel Vendor 004,Diesel,20.365,4.057,82.62,73138.18
FPO00000402,1,FINV00000402,2024-06-27 16:34:00,VEH00003,SO0001,VENDOR017,Fuel Vendor 005,Diesel,50.433,4.2818,215.94,73142.52
FPO00000403,1,FINV00000403,2024-06-29 18:47:00,VEH00003,SO0001,VENDOR009,Fuel Vendor 002,Diesel,23.854,3.9812,94.97,73159.98
FPO00000404,1,FINV00000404,2024-07-18 14:51:00,VEH00003,SO0001,VENDOR019,Fuel Vendor 008,Diesel,50.2,4.5118,226.49,73167.77
FPO00000405,1,FINV00000405,2024-07-20 11:54:00,VEH00003,SO0001,VENDOR007,Fuel Vendor 009,Diesel,60.215,3.5238,212.19,73172.97
FPO00000406,1,FINV00000406,2024-07-20 18:21:00,VEH00003,SO0001,VENDOR014,Fuel Vendor 007,Diesel,23.799,4.3577,103.71,73178.6
FPO00000407,1,FINV00000407,2024-07-24 10:35:00,VEH00003,SO0001,VENDOR013,Fuel Vendor 005,Diesel,19.818,3.3536,66.46,73185.69
FPO00000408,1,FINV00000408,2024-07-28 12:07:00,VEH00003,SO0001,VENDOR006,Fuel Vendor 020,Diesel,34.025,4.0681,138.42,73192.8
FPO00000409,1,FINV00000409,2024-08-01 05:39:00,VEH00003,SO0001,VENDOR011,Fuel Vendor 008,Diesel,45.867,3.5502,162.84,73197.42
FPO00000410,1,FINV00000410,2024-08-03 07:13:00,VEH00003,SO0001,VENDOR001,Fuel Vendor 002,Diesel,51.437,3.6041,185.38,73201.84
FPO00000411,1,FINV00000411,2024-08-07 13:45:00,VEH00003,SO0001,VENDOR007,Fuel Vendor 013,Diesel,54.264,4.0819,221.5,73206.58
FPO00000412,1,FINV00000412,2024-08-09 11:38:00,VEH00003,SO0001,VENDOR018,Fuel Vendor 012,Diesel,29.596,3.7565,111.18,73212.46
FPO00000413,1,FINV00000413,2024-08-13 09:30:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 012,Diesel,67.914,3.8254,259.8,73218.56
FPO00000414,1,FINV00000414,2024-08-14 12:05:00,VEH00003,SO0001,VENDOR002,Fuel Vendor 002,Diesel,25.781,3.6439,93.94,73224.83
FPO00000415,1,FINV00000415,2024-08-18 19:44:00,VEH00003,SO0001,VENDOR019,Fuel Vendor 016,Diesel,49.94,3.2371,161.66,73231.9
FPO00000416,1,FINV00000416,2024-08-19 10:47:00,VEH00003,SO0001,VENDOR019,Fuel Vendor 005,Diesel,50.169,4.2772,214.58,73238.91
FPO00000417,1,FINV00000417,2024-08-23 13:13:00,VEH00003,SO0001,VENDOR003,Fuel Vendor 017,Diesel,59.079,3.1802,187.88,73245.6
FPO00000418,1,FINV00000418,2024-09-02 12:26:00,VEH00003,SO0001,VENDOR015,Fuel Vendor 007,Diesel,33.416,3.4025,113.7,73249.85
FPO00000419,1,FINV00000419,2024-09-08 13:03:00,VEH00003,SO0001,VENDOR002,Fuel Vendor 007,Diesel,57.512,4.3028,247.46,73253.91
FPO00000420,1,FINV00000420,2024-09-18 14:54:00,VEH00003,SO0001,VENDOR005,Fuel Vendor 001,Diesel,34.499,3.3974,117.21,73261.03
FPO00000421,1,FINV00000421,2024-09-21 12:59:00,VEH00003,SO0001,VENDOR012,Fuel Vendor 008,Diesel,44.637,3.8811,173.24,73269.33
FPO00000422,1,FINV00000422,2024-09-26 11:10:00,VEH00003,SO0001,VENDOR001,Fuel Vendor 007,Diesel,80.579,4.817,388.15,73277.79
FPO00000423,1,FINV00000423,2024-09-27 11:50:00,VEH00003,SO0001,VENDOR013,Fuel Vendor 001,Diesel,51.721,4.8141,248.99,73283.36
FPO00000424,1,FINV00000424,2024-10-01 05:16:00,VEH00003,SO0001,VENDOR013,Fuel Vendor 009,Diesel,34.668,3.9288,136.2,73291.63
FPO00000425,1,FINV00000425,2024-10-02 12:26:00,VEH00003,SO0001,VENDOR009,Fuel Vendor 009,Diesel,54.413,3.8994,212.18,73300.98
FPO00000426,1,FINV00000426,2024-10-14 11:29:00,VEH00003,SO0001,VENDOR006,Fuel Vendor 003,Diesel,53.227,3.9249,208.91,73307.76
FPO00000427,1,FINV00000427,2024-10-24 16:10:00,VEH00003,SO0001,VENDOR008,Fuel Vendor 002,Diesel,55.078,3.8605,212.63,73311.61
FPO00000428,1,FINV00000428,2024-10-27 07:34:00,VEH00003,SO0001,VENDOR020,Fuel Vendor 013,Diesel,70.218,4.8317,339.27,73318.99
FPO00000429,1,FINV00000429,2024-10-28 05:52:00,VEH00003,SO0001,VENDOR007,Fuel Vendor 018,Diesel,36.1,4.8411,174.76,73322.92
FPO00000430,1,FINV00000430,2024-10-30 16:13:00,VEH00003,SO0001,VENDOR015,Fuel Vendor 009,Diesel,39.296,3.4318,134.86,73328.2
FPO00000431,1,FINV00000431,2024-10-31 13:38:00,VEH00003,SO0001,VENDOR014,Fuel Vendor 020,Diesel,49.253,3.8099,187.65,73333.58
FPO00000432,1,FINV00000432,2024-10-31 08:35:00,VEH00003,SO0001,VENDOR005,Fuel Vendor 017,Diesel,75.388,3.7817,285.09,73341.12
FPO00000433,1,FINV00000433,2024-11-14 09:50:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 017,Diesel,25.383,3.7126,94.24,73348.81
FPO00000434,1,FINV00000434,2024-11-15 17:00:00,VEH00003,SO0001,VENDOR015,Fuel Vendor 015,Diesel,61.381,4.3812,268.92,73355.02
FPO00000435,1,FINV00000435,2024-11-16 19:38:00,VEH00003,SO0001,VENDOR003,Fuel Vendor 009,Diesel,28.435,3.2932,93.64,73361.94
FPO00000436,1,FINV00000436,2024-11-17 12:37:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 014,Diesel,57.862,4.7697,275.98,73366.41
FPO00000437,1,FINV00000437,2024-11-24 10:42:00,VEH00003,SO0001,VENDOR005,Fuel Vendor 009,Diesel,44.451,4.8149,214.03,73373.0
FPO00000438,1,FINV00000438,2024-11-30 05:28:00,VEH00003,SO0001,VENDOR010,Fuel Vendor 014,Diesel,50.569,3.7307,188.66,73378.46
FPO00000439,1,FINV00000439,2024-12-04 10:00:00,VEH00003,SO0001,VENDOR017,Fuel Vendor 015,Diesel,89.482,4.0029,358.19,73384.58
FPO00000440,1,FINV00000440,2024-12-11 16:35:00,VEH00003,SO0001,VENDOR016,Fuel Vendor 013,Diesel,58.412,4.6894,273.92,73389.59
FPO00000441,1,FINV00000441,2024-12-30 09:57:00,VEH00003,SO0001,VENDOR013,Fuel Vendor 013,Diesel,77.413,4.3869,339.6,73396.62
FPO00000442,1,FINV00000442,2025-01-14 16:08:00,VEH00003,SO0001,VENDOR002,Fuel Vendor 014,Diesel,47.964,4.2156,202.2,73402.18
FPO00000443,1,FINV00000443,2025-01-18 14:18:00,VEH00003,SO0001,VENDOR017,Fuel Vendor 016,Diesel,41.723,4.7343,197.53,73406.46
FPO00000444,1,FINV00000444,2025-01-25 11:35:00,VEH00003,SO0001,VENDOR014,Fuel Vendor 004,Diesel,46.865,3.5211,165.02,73414.88
FPO00000445,1,FINV00000445,2025-01-25 06:04:00,VEH00003,SO0001,VENDOR018,Fuel Vendor 004,Diesel,28.185,3.615,101.89,73421.53
FPO00000446,1,FINV00000446,2025-01-27 11:37:00,VEH00003,SO0001,VENDOR008,Fuel Vendor 001,Diesel,45.645,3.7869,172.85,73426.85
FPO00000447,1,FINV00000447,2025-01-28 14:30:00,VEH00003,SO0001,VENDOR010,Fuel Vendor 004,Diesel,85.389,3.7434,319.65,73433.11
FPO00000448,1,FINV00000448,2025-01-28 14:25:00,VEH00003,SO0001,VENDOR005,Fuel Vendor 018,Diesel,53.533,3.623,193.95,73438.42
FPO00000449,1,FINV00000449,2025-01-29 14:02:00,VEH00003,SO0001,VENDOR015,Fuel Vendor 005,Diesel,58.423,3.9725,232.09,73447.04
FPO00000450,1,FINV00000450,2025-02-11 05:22:00,VEH00003,SO0001,VENDOR009,Fuel Vendor 007,Diesel,35.471,3.8606,136.94,73450.76
FPO00000451,1,FINV00000451,2025-02-11 13:08:00,VEH00003,SO0001,VENDOR007,Fuel Vendor 006,Diesel,72.115,3.3092,238.64,73456.7
FPO00000452,1,FINV00000452,2025-02-14 18:24:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 016,Diesel,34.311,4.7164,161.82,73461.67
FPO00000453,1,FINV00000453,2025-02-23 17:46:00,VEH00003,SO0001,VENDOR011,Fuel Vendor 010,Diesel,64.805,3.1557,204.51,73468.14
FPO00000454,1,FINV00000454,2025-03-01 07:20:00,VEH00003,SO0001,VENDOR009,Fuel Vendor 016,Diesel,74.801,4.1271,308.71,73474.18
FPO00000455,1,FINV00000455,2025-03-06 06:42:00,VEH00003,SO0001,VENDOR001,Fuel Vendor 004,Diesel,71.575,4.2377,303.31,73478.75
FPO00000456,1,FINV00000456,2025-03-09 13:29:00,VEH00003,SO0001,VENDOR007,Fuel Vendor 011,Diesel,56.354,4.5438,256.06,73486.28
FPO00000457,1,FINV00000457,2025-03-13 10:15:00,VEH00003,SO0001,VENDOR011,Fuel Vendor 009,Diesel,47.743,4.6297,221.04,73496.2
FPO00000458,1,FINV00000458,2025-03-16 09:48:00,VEH00003,SO0001,VENDOR005,Fuel Vendor 013,Diesel,77.47,4.4944,348.18,73504.98
FPO00000459,1,FINV00000459,2025-03-20 10:18:00,VEH00003,SO0001,VENDOR003,Fuel Vendor 007,Diesel,66.212,4.7526,314.68,73513.36
FPO00000460,1,FINV00000460,2025-03-26 15:58:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 008,Diesel,44.581,3.6185,161.32,73520.05
FPO00000461,1,FINV00000461,2025-04-01 05:50:00,VEH00003,SO0001,VENDOR011,Fuel Vendor 009,Diesel,66.632,4.7821,318.64,73524.72
FPO00000462,1,FINV00000462,2025-04-06 07:42:00,VEH00003,SO0001,VENDOR010,Fuel Vendor 001,Diesel,47.637,3.7934,180.71,73531.68
FPO00000463,1,FINV00000463,2025-04-07 16:26:00,VEH00003,SO0001,VENDOR012,Fuel Vendor 007,Diesel,44.987,4.2353,190.53,73537.15
FPO00000464,1,FINV00000464,2025-04-26 19:41:00,VEH00003,SO0001,VENDOR011,Fuel Vendor 018,Diesel,46.103,3.2425,149.49,73544.17
FPO00000465,1,FINV00000465,2025-05-08 06:00:00,VEH00003,SO0001,VENDOR002,Fuel Vendor 005,Diesel,49.115,3.2785,161.02,73550.06
FPO00000466,1,FINV00000466,2025-05-12 10:49:00,VEH00003,SO0001,VENDOR009,Fuel Vendor 003,Diesel,24.377,4.7699,116.28,73557.14
FPO00000467,1,FINV00000467,2025-05-15 12:49:00,VEH00003,SO0001,VENDOR016,Fuel Vendor 018,Diesel,29.592,3.7543,111.1,73563.94
FPO00000468,1,FINV00000468,2025-06-11 07:20:00,VEH00003,SO0001,VENDOR009,Fuel Vendor 016,Diesel,52.054,3.1703,165.03,73569.09
FPO00000469,1,FINV00000469,2025-06-12 06:04:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 002,Diesel,53.969,3.6712,198.13,73577.5
FPO00000470,1,FINV00000470,2025-06-13 06:06:00,VEH00003,SO0001,VENDOR001,Fuel Vendor 004,Diesel,28.37,4.7923,135.96,73585.03
FPO00000471,1,FINV00000471,2025-06-15 08:34:00,VEH00003,SO0001,VENDOR019,Fuel Vendor 005,Diesel,63.538,3.8215,242.81,73589.55
FPO00000472,1,FINV00000472,2025-06-25 16:41:00,VEH00003,SO0001,VENDOR003,Fuel Vendor 020,Diesel,68.1,4.7784,325.41,73594.84
FPO00000473,1,FINV00000473,2025-06-26 05:56:00,VEH00003,SO0001,VENDOR001,Fuel Vendor 017,Diesel,48.574,3.9475,191.75,73600.01
FPO00000474,1,FINV00000474,2025-06-27 06:48:00,VEH00003,SO0001,VENDOR014,Fuel Vendor 011,Diesel,28.258,3.4137,96.46,73605.64
FPO00000475,1,FINV00000475,2025-07-01 11:42:00,VEH00003,SO0001,VENDOR019,Fuel Vendor 002,Diesel,24.821,3.3101,82.16,73613.47
FPO00000476,1,FINV00000476,2025-07-01 15:33:00,VEH00003,SO0001,VENDOR011,Fuel Vendor 017,Diesel,21.864,4.7415,103.67,73618.15
FPO00000477,1,FINV00000477,2025-07-05 12:07:00,VEH00003,SO0001,VENDOR016,Fuel Vendor 011,Diesel,64.151,4.3138,276.73,73624.35
FPO00000478,1,FINV00000478,2025-07-06 19:10:00,VEH00003,SO0001,VENDOR018,Fuel Vendor 018,Diesel,40.008,3.8905,155.65,73629.13
FPO00000479,1,FINV00000479,2025-07-06 15:58:00,VEH00003,SO0001,VENDOR019,Fuel Vendor 006,Diesel,54.183,4.3911,237.92,73633.7
FPO00000480,1,FINV00000480,2025-07-08 08:18:00,VEH00003,SO0001,VENDOR019,Fuel Vendor 012,Diesel,67.613,4.8361,326.98,73639.23
FPO00000481,1,FINV00000481,2025-07-13 18:17:00,VEH00003,SO0001,VENDOR015,Fuel Vendor 002,Diesel,22.364,4.5972,102.81,73644.78
FPO00000482,1,FINV00000482,2025-07-30 11:55:00,VEH00003,SO0001,VENDOR009,Fuel Vendor 016,Diesel,59.316,4.2863,254.25,73650.2
FPO00000483,1,FINV00000483,2025-08-07 16:54:00,VEH00003,SO0001,VENDOR013,Fuel Vendor 008,Diesel,89.956,3.7734,339.44,73654.85
FPO00000484,1,FINV00000484,2025-08-11 06:03:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 004,Diesel,67.134,4.2194,283.27,73659.66
FPO00000485,1,FINV00000485,2025-08-11 09:13:00,VEH00003,SO0001,VENDOR010,Fuel Vendor 015,Diesel,73.651,4.5852,337.7,73665.03
FPO00000486,1,FINV00000486,2025-08-19 05:08:00,VEH00003,SO0001,VENDOR016,Fuel Vendor 015,Diesel,65.292,3.5664,232.86,73670.47
FPO00000487,1,FINV00000487,2025-08-21 12:18:00,VEH00003,SO0001,VENDOR013,Fuel Vendor 018,Diesel,47.515,4.6491,220.9,73675.73
FPO00000488,1,FINV00000488,2025-08-24 13:54:00,VEH00003,SO0001,VENDOR008,Fuel Vendor 007,Diesel,51.384,4.7523,244.19,73683.71
FPO00000489,1,FINV00000489,2025-09-08 08:01:00,VEH00003,SO0001,VENDOR010,Fuel Vendor 002,Diesel,81.832,3.6121,295.59,73688.39
FPO00000490,1,FINV00000490,2025-09-09 11:16:00,VEH00003,SO0001,VENDOR001,Fuel Vendor 020,Diesel,50.948,3.927,200.07,73692.82
FPO00000491,1,FINV00000491,2025-09-11 12:14:00,VEH00003,SO0001,VENDOR002,Fuel Vendor 018,Diesel,41.725,3.5496,148.11,73698.78
FPO00000492,1,FINV00000492,2025-09-12 12:40:00,VEH00003,SO0001,VENDOR016,Fuel Vendor 011,Diesel,55.806,4.029,224.84,73706.79
FPO00000493,1,FINV00000493,2025-09-14 05:36:00,VEH00003,SO0001,VENDOR020,Fuel Vendor 007,Diesel,24.556,4.0852,100.32,73713.58
FPO00000494,1,FINV00000494,2025-09-20 11:07:00,VEH00003,SO0001,VENDOR012,Fuel Vendor 007,Diesel,38.708,3.8065,147.34,73718.07
FPO00000495,1,FINV00000495,2025-09-23 10:15:00,VEH00003,SO0001,VENDOR006,Fuel Vendor 005,Diesel,50.927,3.2822,167.15,73724.92
FPO00000496,1,FINV00000496,2025-10-13 07:24:00,VEH00003,SO0001,VENDOR004,Fuel Vendor 005,Diesel,74.51,3.5321,263.18,73732.54
FPO00000497,1,FINV00000497,2025-10-19 05:19:00,VEH00003,SO0001,VENDOR014,Fuel Vendor 018,Diesel,86.541,4.3941,380.27,73736.83
FPO00000498,1,FINV00000498,2025-10-24 12:40:00,VEH00003,SO0001,VENDOR002,Fuel Vendor 019,Diesel,33.836,3.5117,118.82,73740.88
FPO00000499,1,FINV00000499,2025-10-25 16:47:00,VEH00003,SO0001,VENDOR010,Fuel Vendor 001,Diesel,63.78,4.7481,302.83,73748.75
FPO00000500,1,FINV00000500,2025-10-28 09:21:00,VEH00003,SO0001,VENDOR003,Fuel Vendor 015,Diesel,56.871,3.9438,224.29,73754.34
