sales_transaction_id,sales_transaction_line_number,delivery_order_id,purchase_date,customer_id,material_id,sales_organization_id,cases_sold,gross_sales_amount,discount_amount,net_sales_amount
SALE0000000195,1,DEL000000202,2025-12-16,CUST000616,MAT00035,SO0037,44.48,1101.59,36.95,1064.64
SALE0000000196,1,DEL000000203,2026-07-23,CUST001062,MAT00009,SO0040,144.08,2096.38,0.9,2095.48
SALE0000000197,1,DEL000000204,2026-06-09,CUST001482,MAT00036,SO0002,68.39,1009.92,25.24,984.68
SALE0000000198,1,DEL000000205,2024-07-23,CUST000154,MAT00011,SO0004,2.17,54.6,3.32,51.28
SALE0000000198,2,DEL000000205,2024-07-23,CUST000154,MAT00029,SO0004,29.66,751.85,57.25,694.6
SALE0000000198,3,DEL000000205,2024-07-23,CUST000154,MAT00016,SO0004,6.34,161.33,4.39,156.94
SALE0000000198,4,DEL000000205,2024-07-23,CUST000154,MAT00015,SO0004,13.71,193.6,3.75,189.85
SALE0000000199,1,DEL000000206,2026-02-18,CUST001753,MAT00018,SO0046,62.64,906.94,36.57,870.37
SALE0000000199,2,DEL000000206,2026-02-18,CUST001753,MAT00020,SO0046,5.52,97.12,4.81,92.31
SALE0000000199,3,DEL000000206,2026-02-18,CUST001753,MAT00016,SO0046,38.31,806.37,39.19,767.18
SALE0000000199,4,DEL000000206,2026-02-18,CUST001753,MAT00024,SO0046,20.1,296.94,6.76,290.18
SALE0000000200,1,DEL000000207,2025-03-05,CUST000747,MAT00005,SO0022,17.81,422.02,32.31,389.71
SALE0000000201,1,DEL000000208,2026-07-01,CUST002117,MAT00035,SO0006,69.3,1080.02,34.9,1045.12
SALE0000000202,1,DEL000000209,2025-06-13,CUST002205,MAT00037,SO0020,5.02,88.05,1.23,86.82
SALE0000000202,2,DEL000000209,2025-06-13,CUST002205,MAT00038,SO0020,18.39,320.51,7.19,313.32
SALE0000000202,3,DEL000000209,2025-06-13,CUST002205,MAT00002,SO0020,29.85,726.26,14.72,711.54
SALE0000000203,1,DEL000000210,2024-06-07,CUST000414,MAT00011,SO0015,96.51,1889.94,136.3,1753.64
